id,titleEn,titleTe,author,album,category,ragam,language,posted,url,teluguChars,englishChars
20766,nede viraboosele hrudhaya nethrambule,నేడే విరబూసెలే హృదయ నేత్రంబులే,"Rev  S  vijay Paul, Music: JK Christopher, Singer: Mrs  Grace Lezitha Joshua",paralokapu puramu,Christmas,,Telugu,2019-12-06,https://waytochurch.com/lyrics/song/20766,385,0
20767,Raajugaa raaraajugaa,రాజుగా రారాజుగా,Bro D Paul Jaya Kumar,Sinnodu,Christmas,,Telugu,2019-12-06,https://waytochurch.com/lyrics/song/20767,656,780
20768,Bethlehemu puramulo oka vintha jarigenu,బెత్లెహేము పురములో ఒక వింత జరిగెను,Sis  Hepsiba David,,Christmas,,Telugu,2019-12-06,https://waytochurch.com/lyrics/song/20768,582,755
20769,Bethlehemu puramunandhuna,బెత్లెహేము పురమునందున,Renikuntla Vidya Sagar,,Christmas,,Telugu,2019-12-06,https://waytochurch.com/lyrics/song/20769,393,481
20770,Nakai dheenuniga bhuviki vacchinavaiya,నాకై దీనునిగా భువికి వచ్చినావయా,Pastor Vinod Kumar,,Christmas,,Telugu,2019-12-06,https://waytochurch.com/lyrics/song/20770,520,609
20771,Emautano ani nikemi chesanani,ఏమౌతానో అని నీకేమి చే సానని,Samuel Karmoji,Yesutho Prathikshanam,Gods Love,,Telugu,2019-12-06,https://waytochurch.com/lyrics/song/20771,572,645
20773,santhoshinchudi yandaru naatho santhoshinchudi,సంతోషించుడి యందరు నాతో సంతోషించుడి,,,,,TELUGU,2019-12-07,https://waytochurch.com/lyrics/song/20773,843,1076
21745,Nigilona merise nakshathram,నింగిలోన మెరిసే నక్షత్రం,K Y Ratnam,Singer : Satya Yamini,Christmas,,Telugu,2019-12-08,https://waytochurch.com/lyrics/song/21745,720,0
21746,Paralokamu nundi bhuvikarudhenchenu loka rakshakudu,పరలోకము నుండి భువికరుదెంచెను లోకరక్షకుడు,Bro M Moses,,Christmas,,Telugu,2019-12-11,https://waytochurch.com/lyrics/song/21746,342,419
21747,Jeevamai ethenchina yesu daivamaa,జీవమై ఏతెంచిన యేసు దైవమా,A R Stevenson,,Christmas,,Telugu,2019-12-11,https://waytochurch.com/lyrics/song/21747,253,326
21748,Jagamantha divyakaanthitho,జగమంత దివ్యకాంతితో,Ps  R  Lazarus (Samarlakota),,Christmas,,Telugu,2019-12-11,https://waytochurch.com/lyrics/song/21748,782,948
21786,raajulaku raajaina yesayya,రాజులకు రాజైన యేసయ్య,Bro  Emmanuel,Christmas Santhosham,Christmas,,Telugu,2019-12-11,https://waytochurch.com/lyrics/song/21786,572,662
21795,Bethlehemulo oka chinna oorilo,బెత్లెహేములో ఒక చిన్న ఊరిలో,Sudharshan,,Christmas,,Telugu,2019-12-14,https://waytochurch.com/lyrics/song/21795,708,881
21797,Yesaiah Puttinaade,యేసయ్య పుట్టినాడే,"Rev  Sam Paul Pilli, Roselyn Pilli",,Christmas,,Telugu,2019-12-16,https://waytochurch.com/lyrics/song/21797,304,351
21798,Gaganame murisenu,గగనమే మురిసెను,Samuel Karmoji,,Christmas,,Telugu,2019-12-16,https://waytochurch.com/lyrics/song/21798,367,440
21799,Ela ela vivarinthunu ela ela varninthunu,ఎలా ఎలా వివరింతును ఎలా ఎలా వర్ణింతును,"Sheela Paul , Micheal Paul",,Christmas,,Telugu,2019-12-16,https://waytochurch.com/lyrics/song/21799,582,697
21800,ennika leni naapai entha krupa choopinaavu,ఎన్నిక లేని నాపై ఎంత కృప చూపినావు,,,,,TELUGU,2019-12-16,https://waytochurch.com/lyrics/song/21800,444,543
21803,christmas kaalam kreesthu jananam entho aanandame,క్రిస్మస్ కాలం క్రీస్తు జననం ఎంతో ఆనందమే,,,,,TELUGU,2019-12-24,https://waytochurch.com/lyrics/song/21803,704,843
21804,christmas aanandam santhoshame,క్రిస్మస్ ఆనందం సంతోషమే,,,,,TELUGU,2019-12-24,https://waytochurch.com/lyrics/song/21804,683,728
21805,otami thappani rojainanu odiponivvadu,ఓటమి తప్పని రోజైననూ ఓడిపోనివ్వడు,,,,,TELUGU,2019-12-24,https://waytochurch.com/lyrics/song/21805,712,796
21810,Sanghamaa saagumaa,సంఘమా సాగుమా,Bro Vasanth Bandela,,,,Telugu,2019-12-27,https://waytochurch.com/lyrics/song/21810,386,494
21811,Ninna nedu maarani prema needhai,నిన్న నేడు మారని ప్రేమ నీదే,Pastor Ravinder Vottepu,Athi Parishudha Stalamu Nundi,,,Telugu,2019-12-27,https://waytochurch.com/lyrics/song/21811,348,432
21812,Ninne ne aaraadhinthunu,నిన్నే నే ఆరాధింతును,"Pastor Ravinder Vottepu, Adimalla Sudheer Kumar, Suresh Garugula",Athi Parishudha Stalamu Nundi,,,Telugu,2019-12-27,https://waytochurch.com/lyrics/song/21812,225,274
21815,Naalugu dhikkula cheekati cheelchi,నాలుగు దిక్కుల చీకటి చీల్చి,Balaji Mangu,,,,Telugu,2020-01-04,https://waytochurch.com/lyrics/song/21815,1004,1251
21816,karuninchi kaapaade yesayyaa,కరుణించి కాపాడే యేసయ్యా,AR Stevenson,"Ghanamaina Veduka, Music: Pranam Kamlakhar",Praise Worship,,TELUGU,2020-01-04,https://waytochurch.com/lyrics/song/21816,577,742
21819,Ninnu vidachi kshanamaina ne manalenu,నిన్ను విడచి క్షణమైన నే మనలేను,Dr  Issac Raj Alanka,Neeve Na Paravasam,,,Telugu,2020-01-08,https://waytochurch.com/lyrics/song/21819,279,340
21820,Dushtula aalochanalo naduvaka,దుష్టుల ఆలోచనలో నడువక,Dr  Issac Raj Alanka,Neeve Na Paravasam,,,Telugu,2020-01-08,https://waytochurch.com/lyrics/song/21820,250,314
21825,We give glory to you,వి గివ్ గ్లోరి టు యు,Bro  Vasanth Bandela,,,,Telugu,2020-01-11,https://waytochurch.com/lyrics/song/21825,488,570
21826,Yesayya nee krupalo nenundute dhanyamu,యేసయ్య నీ కృపలో నేనుండుటే…ధన్యము,Lois Raj,,,,Telugu,2020-01-11,https://waytochurch.com/lyrics/song/21826,645,758
21827,Naa chenthanundumu O yesayya,నా చెంత నుండుము ఓ యేసయ్య,,Yesaiah Neekosam Jeevista,,,Telugu,2020-01-11,https://waytochurch.com/lyrics/song/21827,251,310
21829,Naa hrudhayam paadene nee premane,నా హృదయం పాడెనే నీ ప్రేమనే,Samy Pachigalla,,,,Telugu,2020-01-17,https://waytochurch.com/lyrics/song/21829,483,612
21832,Aaraadhinchedhamu Aathmatho Sathyamutho,ఆరాధించెదము ఆత్మతో సత్యముతో,Praveen VB,Manchi Godhumulatho,Praise WorshipPraise Worship,,Telugu,2020-01-19,https://waytochurch.com/lyrics/song/21832,573,0
21833,E Jeevithamannadhi Kshanakaalamainadhi,ఈ జీవితమన్నది క్షణకాలమైనది పరలోకంలోనిది శాశ్వతమైనది,Praveen VB,Manchi Godhumulatho,Gods LoveGods Love,,Telugu,2020-01-19,https://waytochurch.com/lyrics/song/21833,695,0
21834,Sarvonathuda Sarvaadhikaari,సర్వోన్నతుడా సర్వాధికారి ఆకాశం నీ సింహాసనం,Praveen VB,Yesutho Nadavaalani Aasha,Praise WorshipAdvent,,Telugu,2020-01-19,https://waytochurch.com/lyrics/song/21834,554,0
21835,Yentho Madhuram Na Yesu Prema,ఎంతో మధురం నా యేసు ప్రేమ ఎంతో క్షేమం,Praveen VB,Yesutho Nadavaalani Aasha,Praise WorshipGods Love,,Telugu,2020-01-19,https://waytochurch.com/lyrics/song/21835,392,0
21838,Neevu lekundaa nenundalenu,నీవు లేకుండా నేనుండలేను,Pastor G  Vijay kumar,Naa Jeevitham Prabhu Yesuke Ankitham,Gods Love,,Telugu,2020-01-22,https://waytochurch.com/lyrics/song/21838,413,531
21840,Vendi bangaarukantey sreshtamainadhi,వెండి బంగారుకంటే శ్రేష్టమైనది,,,Faith,,Telugu,2020-01-24,https://waytochurch.com/lyrics/song/21840,511,637
21841,Aalochinchavaa oh nestham aalochinchavaa,ఆలోచి౦చావ ఓ నేస్తం ఆలోచి౦చావ,Joshua dean,,Gospel,,Telugu,2020-01-25,https://waytochurch.com/lyrics/song/21841,805,939
21846,Na brathulku dinamulu lekkinpa nerpumu,నా బ్రతుకు దినములు లెక్కింప నేర్పుము,Joel Kodali,,Advent,,Telugu,2020-01-29,https://waytochurch.com/lyrics/song/21846,559,687
21860,Kaalamokati raabothundi ippude adi vacheyundi,కాలమొకటి రాబోతుంది ఇప్పుడే అది వచ్చేవుంది,Godi Samuel,Entha Theeyanidhi,Second Comming,,Telugu,2020-02-11,https://waytochurch.com/lyrics/song/21860,457,559
21861,Ee lokamu nanu vidachina,ఈ లోకము నను విడచినను,"Dr  Pammi Daniel, Prabhu Pammi, Sharon Paul Perli",,Hope,,Telugu,2020-02-11,https://waytochurch.com/lyrics/song/21861,774,904
21868,Sthuthiyincheda ninne poojincheda,స్తుతియించెద నిన్నే పూజించెద,Bro  Sam Prabhu Sandesh,,Praise Worship,,Telugu,2020-02-23,https://waytochurch.com/lyrics/song/21868,452,552
21873,kalvari giri pai naa yessaiah naa korakai,కల్వరిగిరిపై నా యేసయ్య,Bro SURESH NITTALA (Singapore),"ఇమ్మానుయేలైన నా దేవుడు -The ONE with me, MUSIC : Bro. K Y RATNAM ,SUNG BY : SHWETHA MOHAN",Good Friday,,Telugu,2020-02-28,https://waytochurch.com/lyrics/song/21873,565,0
21874,Madhuraathi Madhuram yesu nee namam,మధురాతి మధురం యేసు నీ నామం,Joshua Shaik,"Nannenthaga Preminchithivo, Music: K.Y.Ratnam, sung by: Swetha Mohan, Rhythms: Pavan Gogi",Praise Worship,,Telugu,2020-02-28,https://waytochurch.com/lyrics/song/21874,467,0
21875,Nee thyaagame ne dhyaaninchuchuu,నీ త్యాగమే నే ధ్యానించుచూ,Pastor Suresh (Late),,Good Friday,,Telugu,2020-03-02,https://waytochurch.com/lyrics/song/21875,409,506
21876,Deva nannela vidichinaavayaa,దేవా నన్నేల విడిచినావయా,Dr  Issac Raj Alanka,Neeve Na Paravasam,Hope,,Telugu,2020-03-02,https://waytochurch.com/lyrics/song/21876,583,728
21877,Silvalo Kaarchinaa Nee Rathamu,సిల్వలో కార్చినా నీ రక్తము,Praveen VB,Nee Krupatho,Good Friday,,TELUGU,2020-03-04,https://waytochurch.com/lyrics/song/21877,353,0
21878,Chedu Aalochanalanu Jayinche Sakthi,చెడు ఆలోచనలను జయించే శక్తీ,Praveen VB,Manchi Godhumulatho,Confession,,TELUGU,2020-03-04,https://waytochurch.com/lyrics/song/21878,420,0
21880,moyaleni bhaaramantha siluvalo mosaavu,మోయలేని భారమంత సిలువలో మోసావు,,,Good Friday,,TELUGU,2020-03-17,https://waytochurch.com/lyrics/song/21880,662,814
21884,Nee naavalo yesu undagaa bhayamelaraa sodharaa,నీ నావలో యేసు ఉండగా భయమేలరా సోదరా,Pastor Vinod Kumar,,Hope,,Telugu,2020-03-25,https://waytochurch.com/lyrics/song/21884,461,580
21887,yesayya naamamu naa praana raksha,యేసయ్య నామము నా ప్రాణ రక్ష,,,Gods Power,,TELUGU,2020-03-29,https://waytochurch.com/lyrics/song/21887,366,446
21892,Mulla Kireetamu raktha dhaaralu,ముళ్ళ కిరీటము రక్త ధారలు,Joel Kodali,Singer: Allen Ganta,Good Friday,,Telugu,2020-04-08,https://waytochurch.com/lyrics/song/21892,556,722
21894,Endhuko e gora papini,ఎందుకో ఈ ఘోర పాపిని,,,Gods Love,,Telugu,2020-04-10,https://waytochurch.com/lyrics/song/21894,573,0
21905,Parishuddame Yesuni raktham pravahinchenu kalvarilo,పరిశుద్ధమే యేసుని రక్తం ప్రవహించెను కల్వరిలో,"Late Bishop shantha vardhan garu, Guntur",,Good Friday,,Telugu,2020-04-15,https://waytochurch.com/lyrics/song/21905,803,992
21907,Yesuni neevu nammuko rakshana pondhuko,యేసుని నీవు నమ్ముకో రక్షణ పొందుకో,Pastor Kasi Lazarus,,Gospel,,Telugu,2020-05-06,https://waytochurch.com/lyrics/song/21907,237,281
21908,Yesaiah Entho Entho Manchivadu,యేసయ్య ఎంతో ఎంతో మంచివాడు,Rev  Daniel Pothuraj,Pranaamam,Gods Love,,Telugu,2020-05-06,https://waytochurch.com/lyrics/song/21908,176,499
21909,naa kanuchoopu mera yesu nee prema,నా కనుచూపు మేర యేసు నీ ప్రేమ,Joshua shaik,Music: Bro .K.Y. Ratnam,Gods Love,,TELUGU,2020-05-06,https://waytochurch.com/lyrics/song/21909,611,723
21910,devude ila cheretanduku ennukunna maargam,దేవుడే ఇల చేరేటందుకు ఎన్నుకున్న మార్గం,Sayaram Gattu,"Loka Rakshakudu, Music: Immanuel Rajesh",,,TELUGU,2020-05-06,https://waytochurch.com/lyrics/song/21910,852,1021
21911,thaaraa velisenu ee vela,తారా వెలిసెను ఈ వేళ,Sayaram Gattu,"Loka Rakshakudu, Music: Immanuel Rajesh",Christmas,,TELUGU,2020-05-06,https://waytochurch.com/lyrics/song/21911,483,604
21912,karuna choopinchumaa yesayya kanneeru thudavagaa,కరుణ చూపించుమా యేసయ్య కన్నీరు తుడవగా,Sayaram Gattu,"Loka Rakshakudu, Music: Immanuel Rajesh",Gods Power,,TELUGU,2020-05-06,https://waytochurch.com/lyrics/song/21912,817,978
21913,ihaloka paapi koraku,ఇహలోక పాపి కొరకు,Rev  Enos Sunandhan Tupili,"Christ Baptist Church, Rajahmundry",Gods Love,,TELUGU,2020-05-06,https://waytochurch.com/lyrics/song/21913,214,252
21927,kanipettuchuntini prabhuvaa nee sannidhini,కనిపెట్టుచుంటిని ప్రభువా నీ సన్నిధినీ,Bro Augustine,Sreshta Karmoji,Hope,,Telugu,2020-05-06,https://waytochurch.com/lyrics/song/21927,617,657
21928,sundarudaa athiysheyuda mahonnathudaa naa priyudaa,సుందరుడా అతిశయుడా మహోన్నతుడా నా ప్రియుడా,Prathap Darshi(kannada),,Praise Worship,,Telugu,2020-05-06,https://waytochurch.com/lyrics/song/21928,300,348
21932,yesayyaa nannenduku ennukunnaavayyaa,యేసయ్యా నన్నెందుకు ఎన్నుకున్నావయ్యా,,,,,TELUGU,2020-05-21,https://waytochurch.com/lyrics/song/21932,474,576
21933,maruvagalanaa maralaa ilalo ganani karunaa,మరువగలనా మరలా ఇలలో గనని కరుణా,,,,,TELUGU,2020-05-21,https://waytochurch.com/lyrics/song/21933,631,797
21934,paatha nibandhanalo ishraayelunu devudu korenu dashama bhaagam,పాత నిబంధనలో ఇశ్రాయేలును దేవుడు కోరెను దశమ భాగం,,,,,TELUGU,2020-05-21,https://waytochurch.com/lyrics/song/21934,562,723
21935,nithyam nilichedi nee preme yesayyaa,నిత్యం నిలిచేది నీ ప్రేమే యేసయ్యా,,,,,TELUGU,2020-05-21,https://waytochurch.com/lyrics/song/21935,432,492
22035,mattinaina nannu manishigaa maarchi,మట్టినైన నన్ను మనిషిగా మార్చి,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22035,505,639
22037,prema shaashwatha kaalamundunu,ప్రేమ శాశ్వత కాలముండును,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22037,657,719
22039,neeve aashrayadurgam neeve naa sahaayam,నీవే ఆశ్రయదుర్గం నీవే నా సహాయం,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22039,453,557
22047,neelo samasthamu saadhyame,నీలో సమస్తము సాధ్యమే,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22047,405,495
22048,nirantharamaina nee krupalo,నిరంతరమైన నీ కృపలో,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22048,576,731
22049,nannu brathikinchutaku neevu maraninchithive,నన్ను బ్రతికించుటకు నీవు మరణించితివే,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22049,364,455
22050,naa vedhanalo naa baadhalo,నా వేదనలో నా బాధలో,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22050,661,800
22051,nee prema naalo madhuramainadi,నీ ప్రేమ నాలో మధురమైనది,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22051,945,1159
22052,nee kaaryamulu aascharyamulu devaa,నీ కార్యములు ఆశ్చర్యములు దేవా,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22052,534,637
22053,jeevamu gala devuni sangham entho entho ramyamu,జీవము గల దేవుని సంఘం ఎంతో ఎంతో రమ్యము,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22053,742,903
22054,cheekatilo kaanthivi,చీకటిలో కాంతివి,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22054,498,601
22055,kshamaapana dorikenaa,క్షమాపణ దొరికేనా,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22055,371,440
22056,kalugunu gaaka devuniki mahima kalugunu gaaka,కలుగును గాక దేవునికి మహిమ కలుగును గాక,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22056,621,765
22057,kaalaalu maarina gaani yesu maaradu,కాలాలు మారిన గాని యేసు మారడు,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22057,296,355
22058,kannulatho choose ee lokam entho andamugaa srushtinchabadenu bhoolokam,కన్నులతో చూసే ఈ లోకం ఎంతో అందముగా సృష్టించబడెను భూలోకం,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22058,767,952
22059,koti kaanthula velugulatho udayinchenu oka kiranam,కోటి కాంతుల వెలుగులతో ఉదయించెను ఒక కిరణం,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22059,865,1068
22060,oka divyamaina sangathitho,ఒక దివ్యమైన సంగతితో,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22060,385,447
22061,egedanu ne cheredanu,ఏగెదను నే చేరెదను,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22061,531,621
22062,ae yogyathaa leni nannu enduku ennukunnaavu,ఏ యోగ్యతా లేని నన్ను ఎందుకు ఎన్నుకున్నావు,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22062,302,356
22063,evaru unnaa lekunnaa,ఎవరు ఉన్నా లేకున్నా,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22063,481,567
22064,aaraadhinchedamu aathmatho nirathamu,ఆరాధించెదము ఆత్మతో నిరతము,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22064,549,670
22065,aananda thailaabhishekamu nimmu aathma swaroopudaa,ఆనంద తైలాభిషేకము నిమ్ము ఆత్మ స్వరూపుడా,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22065,382,465
22066,vinarandi naa priyuni visheshamu,వినరండి నా ప్రియుని విశేషము…,,,,,TELUGU,2020-06-18,https://waytochurch.com/lyrics/song/22066,939,1153
22081,Annivelala vinuvaadu,అన్నివేళల వినువాడు,G Phinehas,,,,Telugu,2020-07-02,https://waytochurch.com/lyrics/song/22081,402,477
22083,Suvaartha andhani ooru undaney koodadu,సువార్త అందని ఊరు ఉండనే కూడదు,Dr  K John Mangacharyulu,,,,Telugu,2020-07-04,https://waytochurch.com/lyrics/song/22083,441,548
22091,yesu devuni aashrayinchumaa,యేసు దేవుని ఆశ్రయించుమా,,,,,TELUGU,2020-07-07,https://waytochurch.com/lyrics/song/22091,828,986
22092,maruvani needu prematho kaachithivi kanupaapagaa,మరువని నీదు ప్రేమతో కాచితివే కనుపాపగా,,,,,TELUGU,2020-07-07,https://waytochurch.com/lyrics/song/22092,568,696
22093,andhakaara cherasaalalo bandhakaala irukulo,అంధకార చెరసాలలో బంధకాల ఇరుకులో,,,,,TELUGU,2020-07-07,https://waytochurch.com/lyrics/song/22093,639,799
22098,palukaleni naaku paata nerpinaavu,పలుకలేని నాకు పాట నేర్పినావు,chinnakotla K S Paul,,,,TELUGU,2020-07-10,https://waytochurch.com/lyrics/song/22098,517,617
22099,Naa chinni hrudayamtho naa goppa devunine,నా చిన్ని హృదయముతో నా గొప్ప దేవుని,Pastor Vinod Kumar,,,,Telugu,2020-07-12,https://waytochurch.com/lyrics/song/22099,440,530
22100,anthya dinamulayandu aathmanu,అంత్య దినములయందు ఆత్మను,,,,,TELUGU,2020-07-13,https://waytochurch.com/lyrics/song/22100,412,489
22101,yehovaa yire nanu chusevaadaa neevundutaye chaalu,యెహోవా యీరే నను చూసేవాడా నీవుండుటయే చాలు,,,,,TELUGU,2020-07-28,https://waytochurch.com/lyrics/song/22101,585,706
22102,ninu gaaka mari denini ne premimpaneeyaku,నిను గాక మరి దేనిని నే ప్రేమింపనీయకు,,,,,TELUGU,2020-07-28,https://waytochurch.com/lyrics/song/22102,456,561
22103,Nannelu Nazareyuda Nanu Preminchu Pranapriyudaa,నన్నేలు నజరేయుడా నను ప్రేమించు ప్రాణప్రియుడా,Joshua Shaik,,,,Telugu,2020-07-28,https://waytochurch.com/lyrics/song/22103,371,445
22104,Ninne ninne premisthunnaa,నిన్నే నిన్నే ప్రేమిస్తున్నా,Raja Mandru,,,,Telugu,2020-07-28,https://waytochurch.com/lyrics/song/22104,237,275
22105,jeevinthu nenu ika meedata naa korake kaadu,జీవింతు నేను ఇకమీదట నా కొరకే కాదు,,,,,TELUGU,2020-07-28,https://waytochurch.com/lyrics/song/22105,679,803
22106,O yesu nee naama sankeerthana,ఓ యేసు నీ నామ సంకీర్తన,Dr Vijaya Kumar Gudipati,,,,Telugu,2020-07-28,https://waytochurch.com/lyrics/song/22106,266,335
22107,Aaraadhinchedanu aatmathoa nirathamu,ఆరాధించెదను ఆత్మతో నిరతము,Pastor Raj Prakash Paul,,,,Telugu,2020-07-28,https://waytochurch.com/lyrics/song/22107,468,611
22108,aanandam neelone aadhaaram neevegaa,ఆనందం నీలోనే ఆధారం నీవేగా,,,,,TELUGU,2020-07-28,https://waytochurch.com/lyrics/song/22108,609,773
22119,Ah ah ah ahahah,ఆఆ…ఆఆ… ఆ…ఆ…ఆ…,Franklin Sukumar,,,,Telugu,2020-07-28,https://waytochurch.com/lyrics/song/22119,399,515
22129,saadhyamu anni saadhyamu,సాధ్యము అన్ని సాధ్యము,,,,,TELUGU,2020-08-11,https://waytochurch.com/lyrics/song/22129,449,528
22130,yesu yesu yesu ninnu choodaali,యేసు యేసు యేసు నిన్ను చూడాలి,,,,,TELUGU,2020-08-11,https://waytochurch.com/lyrics/song/22130,444,512
22131,yesayyaa nee poola thota,యేసయ్యా నీ పూల తోట,,,,,TELUGU,2020-08-11,https://waytochurch.com/lyrics/song/22131,430,522
22132,Prematho nanu pilichinaa,ప్రేమతో నను పిలిచినా,Bro Praveen D,,,,Telugu,2020-08-11,https://waytochurch.com/lyrics/song/22132,477,581
22133,aaraadhinchedamu yesayya naamamunu,ఆరాధించెదము యేసయ్య నామమును,,,,,TELUGU,2020-08-11,https://waytochurch.com/lyrics/song/22133,578,692
22153,Ashirwadam Ashirvadham Yehova dheevinchi kaapadunugaka,ఆశిర్వాదం యెహొవా దీవించి కాపాడునుగాక,"Dr  Prasanna kaki, music: Issac pilli","The Blessing, Telugu worship leaders and musicians",Benediction,,Telugu,2020-08-25,https://waytochurch.com/lyrics/song/22153,595,653
22154,sundaramulu athi sundaramulu,సుందరములు అతి సుందరములు,,,,,TELUGU,2020-08-27,https://waytochurch.com/lyrics/song/22154,591,723
22155,Ratnavarnudaa karunaa sampannudaa,రత్నవర్ణుడా కరుణా సంపన్నుడా,Pastor Praveen,Ratnavarnudu,,,Telugu,2020-08-27,https://waytochurch.com/lyrics/song/22155,459,567
22156,Yesulo aanandam Yesulo santhosham,యేసులో ఆనందం యేసులో సంతోషం,Arun Alwyn,,,,Telugu,2020-08-27,https://waytochurch.com/lyrics/song/22156,685,843
22157,Prardhane balamainadhi vijayamutho nadipinchedi,ప్రార్ధనే బలమైనది విజయముతో నడిపించేది,Aruna Jalli,,,,Telugu,2020-08-27,https://waytochurch.com/lyrics/song/22157,459,541
22158,Aa silvalo ee paapikai nee sareeramu baliyaayane,ఆ సిల్వలో ఈ పాపికై నీ శరీరము బలియాయెనే,Israel Dorababu,,,,Telugu,2020-08-27,https://waytochurch.com/lyrics/song/22158,968,1164
22168,Naakantu ee jagaana neeve kada na yesayya,నాకంటూ ఈ జగాన నీవే కదా నా యేసయ్య,Joshua Shaik,,,,Telugu,2020-08-28,https://waytochurch.com/lyrics/song/22168,417,517
22170,Vandanam Vandanam Vandanam Deva Vandanam,వందనం వందనం వందనం దేవా వందనం,Pastor Raj Prakash Paul,,,,Telugu,2020-08-29,https://waytochurch.com/lyrics/song/22170,748,910
22171,Yesayya neeve naaku aadhaaramu,యేసయ్య నీవే నాకు ఆధారము,Suresh Garugula,,,,Telugu,2020-08-30,https://waytochurch.com/lyrics/song/22171,284,353
22172,Noothana geethamu ne paadedha manoharudaa yesayyaa,నూతన గీతము నే పాడెదా మనోహరుడా యేసయ్యా,Hosanna Ministries,Manoharuda,,,Telugu,2020-08-30,https://waytochurch.com/lyrics/song/22172,520,649
22176,Sthuthi aaraadhana parishuddhunake,స్తుతి ఆరాధన పరిశుద్ధునకే,,Na Pranama,,,Telugu,2020-08-31,https://waytochurch.com/lyrics/song/22176,221,290
22198,Okasaari choodaalani,ఒకసారి చూడాలనీ,Bro Augustine Dandingi,,,,Telugu,2020-09-03,https://waytochurch.com/lyrics/song/22198,300,364
22200,Yesu nee premakai vandhanam,యేసు నీ ప్రేమకై వందనం,Kripal Mohan,Romans 8.38,,,Telugu,2020-09-04,https://waytochurch.com/lyrics/song/22200,270,357
22201,Paralokam naa dhesam,పరలోకం నా దేశం,Kripal Mohan,Romans 8.38,,,Telugu,2020-09-04,https://waytochurch.com/lyrics/song/22201,245,320
22202,Neelone rakshana neelone neerikshana,నీలోనే రక్షణ నీలోనే నీరీక్షణ,Kripal Mohan,Romans 8.38,,,Telugu,2020-09-04,https://waytochurch.com/lyrics/song/22202,230,296
22203,Naa jeevithamulo velugai nilichinaa,నా జీవితములో వెలుగై నిలిచినా,Kripal Mohan,Romans 8.38,,,Telugu,2020-09-04,https://waytochurch.com/lyrics/song/22203,306,391
22204,Devude naa aasrayam rakshana durgamu,దేవుడే నా ఆశ్రయం రక్షణ దుర్గము,Kripal Mohan,Romans 8.38,,,Telugu,2020-09-04,https://waytochurch.com/lyrics/song/22204,240,302
22210,Sthuthiyinchedaa ninnu keerthinchedaa,స్తుతియించెదా నిన్ను కీర్తించెదా,Bro Denny Israel,,,,Telugu,2020-09-11,https://waytochurch.com/lyrics/song/22210,397,450
22211,idipisthaadu naa yesudu,విడిపిస్తాడు నా యేసుడు,,,,,TELUGU,2020-09-11,https://waytochurch.com/lyrics/song/22211,571,688
22212,Nee aathmatho nannu nadipinchayaa,నీ ఆత్మతో నన్ను నడిపించయా,Vijay Kondapuram,,,,Telugu,2020-09-11,https://waytochurch.com/lyrics/song/22212,574,721
22213,Oh praardhana su praardhana nee praabavambun marathuna,ఓ ప్రార్ధన సుప్రార్ధన నీ ప్రాభవంబున్ మరతునా,William W  Walford (Sweet Hour of Prayer),"Andhra Kraistava Keerthanalu, Srastha",,,Telugu,2020-09-11,https://waytochurch.com/lyrics/song/22213,683,822
22216,Neetipainaa nadichenu,నీటిపైనా నడిచెను,Benny Joshua,,,,Telugu,2020-09-12,https://waytochurch.com/lyrics/song/22216,379,475
22217,ninu polina vaarevaru melu cheyu devudadvu,నిన్ను పోలిన వారెవరూ మేలు చేయు దేవుడవు,Ps  BENNY JOSHUA,Music: ISAAC.D,Praise Worship,,TELUGU,2020-09-13,https://waytochurch.com/lyrics/song/22217,443,504
22218,naa jeevitha bhaagasvaami naa priya yesi swaami,నా జీవిత భాగస్వామి నా ప్రియ యేసు స్వామి,,,,,TELUGU,2020-09-13,https://waytochurch.com/lyrics/song/22218,461,566
