id,titleEn,titleTe,author,album,category,ragam,language,posted,url,teluguChars,englishChars
170,yesu rajula rajai,యేసు రాజు రాజుల రాజై త్వరగా వచ్చుచుండె త్వరగ,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/170,439,0
171,yesutho teeviganu podama,యేసుతో ఠీవిగాను అడ్డుగా వచ్చువైరి గెల్వను,,andhra Kristava Keerthanalu,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/171,631,0
172,yogyudavo yogyudavo,యోగ్యుడవో యోగ్యుడవో యేసు ప్రభో నీవె యోగ్యుడవో,"Bro  Raj , micheal paul",Bro. N. Jayapal,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/172,507,0
173,kaneerelamma karuninchu yesu ninu,కన్నీరేలమ్మ కరుణించు యేసు నిన్ను విడువబోడమ్మా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/173,482,0
174,shudhdhaa hrudhaayam kalugajeyumu,శుద్దా హ్రుదాయమ్ కలుగజెయుము,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/174,385,442
175,nee premaye naku chalu,ణీ ప్రెమయె నకు చలు,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/175,401,478
176,neevennallu rendu thalampulatho,నీవెన్నాళ్ళు రెండు తలంపులతో,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/176,446,523
177,sri yesundu janminche reyilo,శ్రీ యేసుండు జన్మించె రేయిలో ||||,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/177,665,558
178,shudhdhaa hrudayam,శుద్ధ హృదయం కలుగజేయుము,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/178,450,555
179,shaashwathamu kaadu,శాశ్వతము కాదు ఈ లోకము,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/179,544,665
180,vetakaani urilo nundi,వేటకాని ఉరిలో నుండి,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/180,314,401
181,adavi chetla naduma,అడవి చెట్ల నడుమ – ఒక జల్దరు వృక్షం వలె,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/181,453,555
182,adiginadi konthe ainaa,అడిగినది కొంతే అయినా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/182,843,1054
183,adugudi meeku ivvabadunu,అడుగుడి మీకు ఇవ్వబడును,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/183,624,738
184,ade ade aa roju,అదే అదే ఆ రోజు,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/184,638,743
185,anudinamu prabhuni,అనుదినము ప్రభుని స్తుతియించెదము,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/185,368,431
186,arpinchuchuntini yesayyaa,అర్పించుచుంటిని యేసయ్యా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/186,376,440
187,andaala udyaanavanamaa,అందాల ఉద్యానవనమా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/187,458,560
188,aakaashamandunna aaseenudaa,ఆఅకాశమన్డున్న ఆఅసీనుడా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/188,362,427
189,aathma deepamunu,ఆత్మ దీపమును,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/189,292,343
190,aananda yaathra,ఇది ఆత్మీయ యాత్ర,bro yesanna,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/190,443,585
191,aanandamu prabhu naakosagenu,ఆనందము ప్రభు నాకొసగెను,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/191,423,507
192,aayane naa sangeethamu balamaina kotayunu,ఆయనే నా సంగీతము బలమైన కోటయును,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/192,468,573
193,aascharyakarudu aalochanakartha,ఆశ్చర్యకరుడు ఆలోచనకర్త,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/193,450,588
194,aasheervaadambul maa meeda,ఆశీర్వాదంబుల్ మా మీద,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/194,400,478
195,aanandamugaa yehovaa nee krupaalanni,ఆనందముగా యెహోవా నీ కృపలన్ని,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/195,549,674
196,aahaa yemaanandam aahaa yemaanandamu,ఆహా యేమానందం ఆహా యేమానందము,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/196,433,524
197,idiyenayya maa praarthana,ఇదియేనయ్య మా ప్రార్థన,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/197,443,540
198,ide naa korika,ఇదే నా కోరిక,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/198,371,456
199,ihamanduna aa paramandu naaku,ఇహమందున ఆ పరమందు నాకు,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/199,835,1034
200,illalona panduganta kallalona kaanthulanta,ఇళ్లలోన పండుగంట కళ్ళలోన కాంతులంట,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/200,1102,1300
201,intha kaalam needu krupalo kaachina devaa,ఇంత కాలం నీదు కృపలో కాచిన దేవా (2),,,New Year,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/201,321,397
202,inthalone kanabadi anthalone maayamayye,ఇంతలోనే కనబడి అంతలోనే మాయమయ్యే,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/202,508,629
203,oohinchaleni melulatho nimpina,ఊహించలేని మేలులతో నింపిన,,,New Year,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/203,417,504
204,enni maarlu neevu daiva vaakyamunu vini,ఎన్ని మార్లు నీవు దైవ వాక్యమును విని,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/204,742,887
205,evariki evaru ee lokamlo,ఎవరికి ఎవరు ఈ లోకంలో,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/205,409,464
206,entha madhuramu yesuni prema,ఎంత మధురము యేసుని ప్రేమ,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/206,331,363
207,entha manchi devudavayyaa yesayyaa,ఎంత మంచి దేవుడవయ్యా యేసయ్యా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/207,524,642
208,ae vaipu choosinaa yudhdha vaarthalegaa,ఏ వైపు చూసినా యుద్ధ వార్తలేగా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/208,599,751
209,o maanavaa nijamedo erugavaa,ఓ మానవా నిజమేదో ఎరుగవా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/209,459,563
210,kanulunnaa kaanaleni chevulunnaa vinaleni,కనులున్నా కానలేని చెవులున్నా వినలేని ||||,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/210,695,805
211,kalamulatho raayagalamaa,కలములతో రాయగలమా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/211,461,581
212,kaluvarigirilo siluvadhaariyai,కలువరిగిరిలో సిలువధారియై,,,Good Friday,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/212,386,466
213,kalyaanam kamaneeyam,కల్యాణం కమనీయం,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/213,442,552
214,kraisthavamoka mathamu kaadidi,క్రైస్తవమొక మతము కాదిది,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/214,469,577
215,gamyam cheraalani neetho undaalani,గమ్యం చేరాలని నీతో ఉండాలని,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/215,596,687
216,gaadaandhakaarapu loyalo,గాడాంధకారపు లోయలో,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/216,388,489
217,chithra chithraala vaade mana yesayya,చిత్ర చిత్రాల వాడే మన యేసయ్య,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/217,386,475
218,cheyi pattuko naa cheyi pattuko,చేయి పట్టుకో నా చేయి పట్టుకో,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/218,360,447
219,janminchenu oka thaara,జన్మించెను ఒక తార,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/219,444,513
220,junti thene dhaarala kannaa,జుంటి తేనె ధారల కన్నా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/220,534,663
221,jayam jayam jayam jayam,జయం జయం జయం జయం,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/221,256,311
222,tharatharaalalo yugayugaalalo jagajagaalalo,తరతరాలలో యుగయుగాలలో జగజగాలలో,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/222,244,294
223,thallilaa laalinchunu thandrilaa preminchunu,తల్లిలా లాలించును తండ్రిలా ప్రేమించును,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/223,515,619
224,thoorpu diku chukka butte,తూర్పు దిక్కు చుక్క బుట్టె,,,Christmas,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/224,442,503
225,daari thappi pothunnaavaa vishwaasi,దారి తప్పి పోతున్నావా విశ్వాసి,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/225,498,577
226,dinamella ne paadinaa keerthinchinaa,దినమెల్ల నే పాడినా కీర్తించినా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/226,430,499
227,deva nee goppa kaaryamulan,దేవా నీ గొప్పకార్యములన్ – మదిన్ తలచి స్తుతించెదం,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/227,504,620
228,najareyudaa naa yesayya,నజరేయుడా నా యేసయ్య,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/228,478,597
229,nadipinchu naa naavaa nadi sandramuna devaa,నడిపించు నా నావా నడి సంద్రమున దేవా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/229,1016,1288
230,nannenthagaano preminchina prabhuvaa,నన్నెంతగానో ప్రేమించిన ప్రభువా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/230,553,636
231,nammakamaina naa snehithudu,నమ్మకమైన నా స్నేహితుడు,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/231,516,632
232,naa kanula vembadi kanneeru raaneeyaka,నా కనుల వెంబడి కన్నీరు రానీయక,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/232,345,432
233,naa kosamaa ee siluva yaagamu,నా కోసమా ఈ సిలువ యాగము,,,Good Friday,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/233,494,632
234,naa gunde chappudu chesthundi neeke sthothramani,నా గుండె చప్పుడు చేస్తుంది నీకే స్తోత్రమని,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/234,452,562
235,athyunnathamaina simhaasanampai,అత్యున్నతమైన సింహాసనంపై,Sukumar,,Praise Worship,,TELUGU,2021-04-08,https://waytochurch.com/lyrics/song/235,616,676
236,naa naathudaa naa yullamichchithi neeku,నా నాథుడా నా యుల్లమిచ్చితి నీకు,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/236,612,726
237,naa neethi neeve naa khyaathi neeve,నా నీతి నీవే నా ఖ్యాతి నీవే,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/237,813,976
238,naa praanamaa naalo neevu,నా ప్రాణమా నాలో నీవు,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/238,614,754
239,naa praanamaa yesayyaa naa dhyaanamaa yesayyaa,నా ప్రాణమా యేసయ్యా… నా ధ్యానమా యేసయ్యా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/239,562,696
240,naa praanamaa yehovaanu neevu sannuthinchumu,నా ప్రాణమా యెహోవాను నీవు సన్నుతించుము,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/240,745,907
241,naa praanaaniki praanam neevenayyaa,నా ప్రాణానికి ప్రాణం నీవేనయ్యా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/241,626,723
242,naa mano nethramu therachi,నా మనో నేత్రము తెరచి,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/242,431,499
243,naa yesayyaa naa rakshakaa,నా యేసయ్యా నా రక్షకా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/243,253,295
244,naa yesuu nee paadaala chenthaa,నా యేసూ నీ పాదాల చెంతా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/244,465,566
245,naaku nee krupa chaalunu priyudaa,నాకు నీ కృప చాలును ప్రియుడా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/245,348,429
246,naatho maatlaadu prabhuvaa neeve maatlaadumayyaa,నాతో మాట్లాడు ప్రభువా – నీవే మాట్లాడుమయ్యా (2),,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/246,338,404
247,naadantuu lokaana edi ledayya,నాదంటూ లోకాన ఏదీ లేదయ్యా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/247,394,486
248,naadu jeevamaayene naa samasthamu,నాదు జీవమాయెనే నా సమస్తము,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/248,570,677
249,nithyamu sthuthinchinaa,నిత్యము స్తుతించినా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/249,422,520
250,ninu choose kannulu naaku immayyaa,నిను చూసే కన్నులు నాకు ఇమ్మయ్యా,,,,,Telugu,2014-10-16,https://waytochurch.com/lyrics/song/250,422,495
